,[],date_created,date_modified
8817,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8818,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8819,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8820,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8821,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8822,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8823,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8824,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8825,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8826,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8827,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8828,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8829,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8830,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8831,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8832,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8833,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8834,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8835,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8836,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8837,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8838,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8839,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8840,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8841,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8842,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8843,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8844,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8845,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8846,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8847,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8848,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8849,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8850,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8851,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8852,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8853,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8854,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8855,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8856,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8857,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8858,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8859,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8860,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8861,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8862,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8863,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8864,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8865,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8866,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8867,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8868,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8869,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8870,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8871,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8872,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8873,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8874,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8875,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8876,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8877,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8878,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8879,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8880,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8881,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8882,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8883,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8884,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8885,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8886,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8887,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8888,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8889,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8890,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8891,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8892,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8893,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8894,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8895,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8896,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8897,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8898,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8899,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8900,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8901,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8902,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8903,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8904,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8905,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8906,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8907,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8908,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8909,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8910,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8911,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8912,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8913,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8914,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8915,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8916,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8917,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8918,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8919,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8920,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8921,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8922,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8923,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8924,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8925,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8926,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8927,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8928,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8929,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8930,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8931,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8932,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8933,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8934,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8935,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8936,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8937,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8938,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8939,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8940,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8941,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8942,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8943,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8944,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8945,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8946,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8947,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8948,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8949,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8950,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8951,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8952,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8953,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8954,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8955,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8956,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8957,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8958,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8959,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8960,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8961,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8962,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8963,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8964,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8965,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8966,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8967,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8968,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8969,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8970,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8971,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8972,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8973,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8974,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8975,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8976,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8977,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8978,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8979,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8980,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8981,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8982,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8983,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8984,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8985,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8986,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8987,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8988,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8989,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8990,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8991,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8992,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8993,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8994,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8995,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8996,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
8997,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
8998,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
8999,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
9000,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
